i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
5527-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5528-001-01,2020-21,Dar Es Salaam,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1.609437912
5529-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
5529-001-03,2020-21,Dar Es Salaam,0,1,0,0,0,0,0,2,0,1,1,1,0,0,1.791759469
5541-001-01,2020-21,Dar Es Salaam,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1.609437912
5543-001-01,2020-21,Dar Es Salaam,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1.386294361
5543-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5544-001-02,2020-21,Dar Es Salaam,0,0,1,0,0,1,0,1,1,1,0,0,1,3,2.197224577
5545-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1.609437912
5546-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.098612289
5547-001-01,2020-21,Dar Es Salaam,0,1,0,1,0,0,0,1,2,1,0,1,1,0,2.079441542
5550-001-01,2020-21,Dar Es Salaam,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1.609437912
5562-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5564-001-01,2020-21,Dar Es Salaam,0,1,0,0,1,0,0,0,0,0,0,2,2,3,2.197224577
5564-001-02,2020-21,Dar Es Salaam,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5565-001-01,2020-21,Dar Es Salaam,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
5566-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
5566-001-02,2020-21,Dar Es Salaam,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1.609437912
5566-001-03,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
5566-001-06,2020-21,Dar Es Salaam,0,1,1,1,0,0,1,0,1,2,0,0,0,0,1.945910149
5566-001-07,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5567-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
5570-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5570-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5579-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5579-001-03,2020-21,Dar Es Salaam,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5579-001-05,2020-21,Dar Es Salaam,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1.609437912
5581-001-01,2020-21,Dar Es Salaam,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.098612289
5581-001-02,2020-21,Dar Es Salaam,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1.386294361
5582-001-01,2020-21,Dar Es Salaam,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1.945910149
5582-001-07,2020-21,Dar Es Salaam,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
5582-001-08,2020-21,Dar Es Salaam,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.098612289
5582-001-09,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
5584-001-01,2020-21,Dar Es Salaam,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1.609437912
5585-001-01,2020-21,Dar Es Salaam,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
5586-001-01,2020-21,Dar Es Salaam,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
5588-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1.609437912
5601-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6931471806
5602-001-01,2020-21,Dar Es Salaam,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1.098612289
5602-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806
5603-001-01,2020-21,Dar Es Salaam,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
5604-001-01,2020-21,Dar Es Salaam,0,0,0,3,0,0,0,1,0,1,1,0,0,0,1.791759469
5605-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
5606-001-01,2020-21,Dar Es Salaam,0,0,1,0,0,1,0,2,0,0,1,1,0,0,1.791759469
5608-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1.609437912
5608-001-04,2020-21,Dar Es Salaam,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
5608-001-05,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5617-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806
5618-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1.386294361
5620-001-01,2020-21,Dar Es Salaam,0,0,1,1,1,0,2,1,0,0,0,1,0,1,2.079441542
5620-001-03,2020-21,Dar Es Salaam,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
5620-001-04,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
5621-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289
5623-001-01,2020-21,Dar Es Salaam,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1.609437912
5628-001-02,2020-21,Dar Es Salaam,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1.609437912
5655-001-01,2020-21,Dar Es Salaam,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
5658-001-01,2020-21,Dar Es Salaam,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
5659-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5659-001-02,2020-21,Dar Es Salaam,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
5661-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1.791759469
5662-001-01,2020-21,Dar Es Salaam,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912
5663-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.098612289
5664-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
5664-001-04,2020-21,Dar Es Salaam,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1.609437912
5674-001-01,2020-21,Dar Es Salaam,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
5675-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1.609437912
5675-001-02,2020-21,Dar Es Salaam,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1.609437912
5677-001-01,2020-21,Dar Es Salaam,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1.609437912
5677-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
5677-001-03,2020-21,Dar Es Salaam,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5678-001-01,2020-21,Dar Es Salaam,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5678-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5679-001-01,2020-21,Dar Es Salaam,1,0,1,1,1,0,0,2,0,1,1,0,1,1,2.302585093
5680-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1.386294361
5684-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
5684-001-02,2020-21,Dar Es Salaam,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.386294361
5693-001-01,2020-21,Dar Es Salaam,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1.609437912
5694-001-01,2020-21,Dar Es Salaam,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1.098612289
5694-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5695-001-01,2020-21,Dar Es Salaam,0,0,0,0,1,0,0,2,1,2,0,1,1,0,2.079441542
5695-001-03,2020-21,Dar Es Salaam,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
5696-001-01,2020-21,Dar Es Salaam,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1.945910149
5697-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1.386294361
5698-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5699-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1.609437912
5699-001-03,2020-21,Dar Es Salaam,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5699-001-05,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
5700-001-02,2020-21,Dar Es Salaam,0,0,1,0,0,1,0,2,0,2,0,1,0,0,1.945910149
5712-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
5715-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806
5716-001-01,2020-21,Dar Es Salaam,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1.791759469
5717-001-01,2020-21,Dar Es Salaam,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1.791759469
5719-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
5719-001-03,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5720-001-02,2020-21,Dar Es Salaam,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1.386294361
5732-001-02,2020-21,Dar Es Salaam,1,2,0,0,3,0,2,0,0,3,0,0,0,1,2.48490665
5733-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.386294361
5734-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.098612289
5735-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361
5736-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5737-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1.609437912
5739-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
5751-001-01,2020-21,Dar Es Salaam,0,0,0,1,1,0,2,1,0,0,1,1,0,0,1.945910149
5752-001-01,2020-21,Dar Es Salaam,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.098612289
5754-001-01,2020-21,Dar Es Salaam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5755-001-01,2020-21,Dar Es Salaam,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
5755-001-02,2020-21,Dar Es Salaam,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5756-001-01,2020-21,Dar Es Salaam,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.098612289
5757-001-01,2020-21,Dar Es Salaam,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361
5757-001-03,2020-21,Dar Es Salaam,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1.945910149
5759-001-01,2020-21,Dar Es Salaam,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1.609437912
5769-001-01,2020-21,Mainland Rural,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.386294361
5770-001-01,2020-21,Mainland Rural,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1.791759469
5770-001-02,2020-21,Mainland Rural,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
5771-001-02,2020-21,Mainland Rural,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1.386294361
5771-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
5772-001-01,2020-21,Mainland Rural,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1.609437912
5772-001-02,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
5772-001-04,2020-21,Mainland Rural,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
5773-001-01,2020-21,Mainland Rural,0,0,1,0,3,0,0,1,0,0,0,1,0,0,1.791759469
5774-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6931471806
5775-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
5775-001-03,2020-21,Mainland Rural,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
5776-001-03,2020-21,Mainland Rural,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1.609437912
5788-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1.386294361
5789-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
5790-001-01,2020-21,Mainland Rural,0,0,2,0,0,0,0,1,1,1,0,1,1,0,1.945910149
5792-001-01,2020-21,Mainland Rural,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1.386294361
5793-001-02,2020-21,Mainland Rural,0,1,1,1,1,0,0,1,2,0,0,0,0,1,2.079441542
5794-001-01,2020-21,Mainland Rural,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1.609437912
5795-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289
5807-001-01,2020-21,Mainland Other Urban,0,1,0,1,2,1,0,0,0,1,1,0,0,0,1.945910149
5808-001-01,2020-21,Mainland Other Urban,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1.609437912
5809-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.098612289
5810-001-01,2020-21,Mainland Other Urban,1,0,1,0,1,0,0,2,0,1,0,1,1,0,2.079441542
5811-001-01,2020-21,Mainland Other Urban,0,1,0,2,2,0,1,1,0,1,0,1,1,0,2.302585093
5811-001-03,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5812-001-01,2020-21,Mainland Other Urban,0,1,0,0,2,1,0,1,2,1,0,0,0,1,2.197224577
5812-001-02,2020-21,Mainland Other Urban,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5812-001-09,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5813-001-01,2020-21,Mainland Other Urban,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1.791759469
5814-001-01,2020-21,Mainland Other Urban,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1.791759469
5826-001-01,2020-21,Mainland Rural,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1.609437912
5826-001-03,2020-21,Mainland Rural,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
5827-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1.791759469
5827-001-04,2020-21,Mainland Rural,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
5828-001-01,2020-21,Mainland Rural,1,1,1,0,1,1,1,0,0,1,0,1,1,1,2.302585093
5829-001-01,2020-21,Mainland Rural,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1.791759469
5829-001-03,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5829-001-04,2020-21,Mainland Rural,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
5830-001-01,2020-21,Mainland Rural,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1.945910149
5831-001-01,2020-21,Mainland Rural,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
5832-001-01,2020-21,Mainland Rural,1,0,0,0,0,0,0,2,1,0,0,0,1,1,1.791759469
5832-001-03,2020-21,Mainland Rural,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5833-001-01,2020-21,Mainland Rural,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1.386294361
5845-001-01,2020-21,Mainland Rural,1,2,0,1,2,2,0,3,1,0,1,2,0,0,2.708050201
5846-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1.386294361
5847-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6931471806
5847-001-03,2020-21,Mainland Rural,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1.609437912
5847-001-05,2020-21,Mainland Rural,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5848-001-04,2020-21,Mainland Rural,0,1,1,0,1,1,2,0,0,0,1,1,0,0,2.079441542
5849-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
5850-001-01,2020-21,Mainland Rural,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1.386294361
5851-001-01,2020-21,Mainland Rural,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1.945910149
5851-001-03,2020-21,Mainland Rural,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361
5851-001-04,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
5851-001-09,2020-21,Mainland Rural,0,1,2,0,0,0,0,0,1,1,0,0,0,1,1.791759469
5851-001-10,2020-21,Mainland Rural,0,1,0,3,0,0,0,0,0,1,1,0,0,0,1.791759469
5852-001-01,2020-21,Mainland Rural,1,0,0,0,3,0,0,0,0,1,1,1,0,1,2.079441542
5864-001-01,2020-21,Mainland Rural,0,0,1,0,2,0,1,2,1,0,1,1,0,0,2.197224577
5864-001-05,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
5865-001-01,2020-21,Mainland Rural,0,0,0,2,1,1,0,2,0,1,0,1,0,0,2.079441542
5866-001-01,2020-21,Mainland Rural,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1.945910149
5868-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
5869-001-01,2020-21,Mainland Rural,0,1,0,3,0,2,0,0,0,1,1,0,0,0,2.079441542
5870-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,2,0,2,0,1,1,0,0,1.945910149
5871-001-02,2020-21,Mainland Rural,1,1,0,3,2,0,2,0,1,1,0,2,0,0,2.564949357
5872-001-01,2020-21,Mainland Rural,1,1,2,0,2,1,1,1,1,3,0,1,1,0,2.708050201
5883-001-01,2020-21,Mainland Rural,1,0,0,0,0,1,1,0,2,1,0,0,0,1,1.945910149
5883-001-02,2020-21,Mainland Rural,1,0,3,0,0,0,0,0,0,1,1,0,0,0,1.791759469
5883-001-06,2020-21,Mainland Rural,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
5884-001-01,2020-21,Mainland Rural,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1.945910149
5885-001-01,2020-21,Mainland Rural,2,0,2,0,1,1,1,1,0,1,0,1,0,0,2.302585093
5886-001-01,2020-21,Mainland Rural,1,1,2,2,0,1,2,0,1,1,1,0,0,0,2.48490665
5886-001-02,2020-21,Mainland Rural,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1.386294361
5887-001-01,2020-21,Mainland Rural,0,0,0,1,1,0,0,1,1,2,0,0,0,1,1.945910149
5887-001-02,2020-21,Mainland Rural,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
5890-001-01,2020-21,Mainland Rural,3,5,0,2,0,1,1,1,2,2,0,1,1,1,2.995732274
5890-001-04,2020-21,Mainland Rural,0,0,0,0,1,2,0,1,0,0,1,1,0,0,1.791759469
5890-001-05,2020-21,Mainland Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
5891-001-02,2020-21,Mainland Rural,1,2,0,2,0,0,2,1,1,2,0,0,0,0,2.397895273
5892-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5902-001-01,2020-21,Mainland Rural,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1.609437912
5903-001-01,2020-21,Mainland Rural,1,0,1,1,0,0,1,0,2,1,0,1,1,0,2.197224577
5903-001-04,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5903-001-09,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5904-001-07,2020-21,Mainland Rural,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1.386294361
5906-001-01,2020-21,Mainland Rural,0,1,1,1,2,0,2,0,2,0,1,1,0,0,2.397895273
5907-001-01,2020-21,Mainland Rural,0,1,0,1,2,1,0,1,0,0,1,1,0,0,2.079441542
5908-001-01,2020-21,Mainland Rural,0,0,0,2,1,1,0,0,0,0,1,1,0,0,1.791759469
5909-001-01,2020-21,Mainland Rural,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1.609437912
5909-001-02,2020-21,Mainland Rural,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.098612289
5911-001-01,2020-21,Mainland Rural,0,0,0,1,0,1,0,1,2,0,0,1,1,0,1.945910149
5921-001-01,2020-21,Mainland Other Urban,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.098612289
5924-001-01,2020-21,Mainland Other Urban,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1.791759469
5926-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5927-001-01,2020-21,Mainland Other Urban,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1.609437912
5928-001-01,2020-21,Mainland Other Urban,0,0,1,0,2,0,1,1,0,0,1,1,0,0,1.945910149
5929-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5929-001-02,2020-21,Mainland Other Urban,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
5930-001-01,2020-21,Mainland Other Urban,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1.609437912
5940-001-01,2020-21,Mainland Rural,0,2,1,1,0,1,0,0,0,1,1,0,0,0,1.945910149
5941-001-01,2020-21,Mainland Rural,1,0,0,0,1,2,0,2,2,0,0,0,0,1,2.197224577
5941-001-04,2020-21,Mainland Rural,0,1,1,0,1,0,0,0,0,2,1,0,0,0,1.791759469
5941-001-05,2020-21,Mainland Rural,1,1,0,1,0,0,0,2,3,1,1,1,0,0,2.397895273
5941-001-06,2020-21,Mainland Rural,0,0,0,0,2,0,2,0,2,0,0,0,1,1,2.079441542
5942-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5942-001-03,2020-21,Mainland Rural,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
5943-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.098612289
5945-001-01,2020-21,Mainland Rural,0,1,2,1,0,1,1,1,0,0,1,1,0,1,2.302585093
5945-001-03,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
5946-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1.609437912
5946-001-03,2020-21,Mainland Rural,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1.609437912
5947-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
5949-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.098612289
5959-001-01,2020-21,Mainland Rural,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912
5960-001-02,2020-21,Mainland Rural,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1.791759469
5961-001-02,2020-21,Mainland Rural,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
5962-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6931471806
5963-001-01,2020-21,Mainland Rural,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1.386294361
5963-001-02,2020-21,Mainland Rural,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1.609437912
5965-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5966-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
5978-001-02,2020-21,Mainland Rural,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289
5979-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1.609437912
5980-001-01,2020-21,Mainland Rural,1,0,2,0,1,1,0,0,0,0,1,1,0,0,1.945910149
5982-001-01,2020-21,Mainland Rural,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1.609437912
5983-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5984-001-01,2020-21,Mainland Rural,0,0,1,0,0,2,0,0,1,0,0,0,1,1,1.791759469
5984-001-04,2020-21,Mainland Rural,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5985-001-01,2020-21,Mainland Rural,0,0,0,1,1,1,2,0,0,0,1,1,0,0,1.945910149
5985-001-03,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5997-001-01,2020-21,Mainland Rural,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1.386294361
5998-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5999-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6000-001-01,2020-21,Mainland Rural,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806
6001-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471806
6002-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6003-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
6004-001-01,2020-21,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6016-001-02,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1.098612289
6017-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6018-001-01,2020-21,Mainland Other Urban,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1.945910149
6019-001-01,2020-21,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
